source_run,partition_kind,exponent,q,depth,layer_dependent,single_err,opt_err,free_err,improve,gap,worst_cell_index,worst_cell_bits,worst_cell_x_lo,worst_cell_x_hi,time
exponent_robustness_2026-03-20,harmonic_x,1/3,3,6,True,0.03572164364988057,0.010268408501772793,0.0009380399089325334,0.025453235148107777,0.00933036859284026,41,"(1, 0, 1, 0, 0, 1)",1.471264367816092,1.4883720930232558,32.7593560218811
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,3,6,True,0.03572164364988057,0.018081461899119782,0.0035692679827310407,0.017640181750760788,0.014512193916388742,7,"(0, 0, 0, 1, 1, 1)",1.1971830985915493,1.2222222222222223,31.687469005584717
exponent_robustness_2026-03-20,uniform_x,1/3,3,7,False,0.03572164364988057,0.03321945444121951,0.0009310704838060013,0.0025021892086610625,0.032288383957413506,95,"(1, 0, 1, 1, 1, 1, 1)",1.7421875,1.75,70.33744835853577
exponent_robustness_2026-03-20,geometric_x,1/3,3,7,False,0.03572164364988057,0.03370037055796539,0.0006488644533544577,0.002021273091915181,0.03305150610461093,3,"(0, 0, 0, 0, 0, 1, 1)",1.016378314910953,1.0218971486541166,69.74267888069153
exponent_robustness_2026-03-20,harmonic_x,1/3,3,7,False,0.03572164364988057,0.03385508665439812,0.00047417842570142237,0.0018665569954824518,0.033380908228696694,0,"(0, 0, 0, 0, 0, 0, 0)",1.0,1.003921568627451,62.082550048828125
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,3,7,False,0.03572164364988057,0.029555072021390797,0.0018307501674178208,0.006166571628489773,0.027724321853972975,1,"(0, 0, 0, 0, 0, 0, 1)",1.0155038759689923,1.0307692307692307,66.96918082237244
exponent_robustness_2026-03-20,uniform_x,1/3,3,7,True,0.03572164364988057,0.014568623549810185,0.0009310704838060013,0.021153020100070384,0.013637553066004183,127,"(1, 1, 1, 1, 1, 1, 1)",1.9921875,2.0,63.53204822540283
exponent_robustness_2026-03-20,geometric_x,1/3,3,7,True,0.03572164364988057,0.012380688075674513,0.0006488644533544577,0.023340955574206058,0.011731823622320055,0,"(0, 0, 0, 0, 0, 0, 0)",1.0,1.0054299011128027,78.89773106575012
exponent_robustness_2026-03-20,harmonic_x,1/3,3,7,True,0.03572164364988057,0.010304347305662546,0.00047417842570142237,0.025417296344218025,0.009830168879961123,102,"(1, 1, 0, 0, 1, 1, 0)",1.6623376623376624,1.673202614379085,64.32663297653198
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,3,7,True,0.03572164364988057,0.01817210876751851,0.0018307501674178208,0.01754953488236206,0.016341358600100688,50,"(0, 1, 1, 0, 0, 1, 0)",1.5617977528089888,1.5698324022346368,69.06888318061829
exponent_robustness_2026-03-20,uniform_x,1/3,3,8,False,0.03572164364988057,0.03434794411195456,0.0004678043523256839,0.0013736995379260084,0.03388013975962888,184,"(1, 0, 1, 1, 1, 0, 0, 0)",1.71875,1.72265625,132.16499829292297
exponent_robustness_2026-03-20,geometric_x,1/3,3,8,False,0.03572164364988057,0.035298142579553105,0.0003251255322904131,0.0004235010703274658,0.03497301704726269,0,"(0, 0, 0, 0, 0, 0, 0, 0)",1.0,1.0027112750502025,144.79930424690247
exponent_robustness_2026-03-20,harmonic_x,1/3,3,8,False,0.03572164364988057,0.03467309217596053,0.0002409549805185644,0.001048551473920037,0.03443213719544197,192,"(1, 1, 0, 0, 0, 0, 0, 0)",1.6,1.6050156739811912,129.88653421401978
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,3,8,False,0.03572164364988057,0.03234407584189252,0.0009273540508865873,0.0033775678079880495,0.031416721791005936,192,"(1, 1, 0, 0, 0, 0, 0, 0)",1.8571428571428572,1.8596881959910914,134.72268104553223
exponent_robustness_2026-03-20,uniform_x,1/3,3,8,True,0.03572164364988057,0.014601221599217189,0.0004678043523256839,0.021120422050663383,0.014133417246891504,239,"(1, 1, 1, 0, 1, 1, 1, 1)",1.93359375,1.9375,134.50043606758118
exponent_robustness_2026-03-20,geometric_x,1/3,3,8,True,0.03572164364988057,0.0125583270638801,0.0003251255322904131,0.02316331658600047,0.012233201531589686,0,"(0, 0, 0, 0, 0, 0, 0, 0)",1.0,1.0027112750502025,132.4951949119568
exponent_robustness_2026-03-20,harmonic_x,1/3,3,8,True,0.03572164364988057,0.010316561013110449,0.0002409549805185644,0.02540508263677012,0.010075606032591885,119,"(0, 1, 1, 1, 0, 1, 1, 1)",1.3027989821882953,1.3061224489795917,128.20538520812988
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,3,8,True,0.03572164364988057,0.01807601268266008,0.0009273540508865873,0.01764563096722049,0.017148658631773492,0,"(0, 0, 0, 0, 0, 0, 0, 0)",1.0,1.0077821011673151,125.29413914680481
exponent_robustness_2026-03-20,uniform_x,1/3,5,4,False,0.03572164364988057,0.013249651964363413,0.006987004704880389,0.022471991685517157,0.006262647259483024,10,"(1, 0, 1, 0)",1.625,1.6875,8.14020299911499
exponent_robustness_2026-03-20,geometric_x,1/3,5,4,False,0.03572164364988057,0.01344837368825076,0.0050555063473468,0.02227326996162981,0.00839286734090396,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,8.184581995010376
exponent_robustness_2026-03-20,harmonic_x,1/3,5,4,False,0.03572164364988057,0.01551685866840507,0.0037354795124031406,0.0202047849814755,0.01178137915600193,11,"(1, 0, 1, 1)",1.5238095238095237,1.6,8.358716011047363
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,4,False,0.03572164364988057,0.012432404495696988,0.01233569317105703,0.023289239154183582,9.671132463995834e-05,6,"(0, 1, 1, 0)",1.5454545454545454,1.608695652173913,8.828538656234741
exponent_robustness_2026-03-20,uniform_x,1/3,5,4,True,0.03572164364988057,0.007434054224547491,0.006987004704880389,0.02828758942533308,0.0004470495196671016,11,"(1, 0, 1, 1)",1.6875,1.75,8.006896018981934
exponent_robustness_2026-03-20,geometric_x,1/3,5,4,True,0.03572164364988057,0.0056308869151159464,0.0050555063473468,0.030090756734764624,0.0005753805677691463,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,7.871224880218506
exponent_robustness_2026-03-20,harmonic_x,1/3,5,4,True,0.03572164364988057,0.0060764611321407706,0.0037354795124031406,0.0296451825177398,0.00234098161973763,15,"(1, 1, 1, 1)",1.8823529411764706,2.0,7.815087080001831
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,4,True,0.03572164364988057,0.0126788657164697,0.01233569317105703,0.02304277793341087,0.00034317254541267085,1,"(0, 0, 0, 1)",1.1176470588235294,1.2222222222222223,8.920686960220337
